Item,,M4,M4 BiLevel,M3,M3 BiLevel,X4,Electronic,Orig/Biax,Keymark
CP-301290,,83.6,,,,,,,
CP-301350,,204,,,,,,,
CT-A00,,3.46,,,,,,,
CT-A01,,3.46,,,,,,,
CT-A02,,3.46,,,,,,,
CT-A03,,3.46,,,,,,,
CT-A04,,3.46,,,,,,,
CT-A05,,3.46,,,,,,,
CT-A06,,3.46,,,,,,,
CT-A07,,3.46,,,,,,,
CT-A08,,3.46,,,,,,,
CT-A09,,3.46,,,,,,,
CT-A11,,3.46,,,,,,,
CT-A12,,3.46,,,,,,,
CT-A13,,3.46,,,,,,,
CT-A14,,3.46,,,,,,,
CT-A15,,3.46,,,,,,,
CT-A16,,3.46,,,,,,,
CT-A19,,3.46,,,,,,,
CT-C02,,3.46,,,,,,,
CT-C04,,3.46,,,,,,,
CT-C05,,3.46,,,,,,,
CT-C08,,3.46,,,,,,,
CT-C09,,3.46,,,,,,,
CT-C11,,3.46,,,,,,,
CT-D00,,3.46,,,,,,,
CT-D01,,3.46,,,,,,,
CT-D02,,3.46,,,,,,,
CT-D03,,3.46,,,,,,,
CT-D04,,3.46,,,,,,,
CT-D05,,3.46,,,,,,,
CT-D06,,3.46,,,,,,,
CT-D07,,3.46,,,,,,,
CT-D08,,3.46,,,,,,,
CT-D09,,3.46,,,,,,,
CT-D11,,3.46,,,,,,,
CT-D12,,3.46,,,,,,,
CT-D15,,3.46,,,,,,,
CT-D19,,3.46,,,,,,,
CT-F34,,5.33,,,,,,,
CT-F35,,5.33,,,,,,,
CT-F36,,5.33,,,,,,,
CT-F37,,5.33,,,,,,,
CT-F38,,5.33,,,,,,,
CT-F40,,16.4,,,,,,,
CT-F42,,9.21,,,,,,,
CT-F43,,9.21,,,,,,,
CT-F44,,9.21,,,,,,,
CT-H00,,3.6,,,,,,,
CT-H07,,3.6,,,,,,,
CT-H09,,3.6,,,,,,,
CT-H14,,3.6,,,,,,,
CT-H15,,3.6,,,,,,,
CT-H16,,3.6,,,,,,,
CT-H17,,3.6,,,,,,,
CT-H19,,3.6,,,,,,,
CT-H20,,3.6,,,,,,,
CT-H27,,3.6,,,,,,,
CT-H30,,3.6,,,,,,,
CT-H32,,3.6,,,,,,,
CT-J01,,3.6,,,,,,,
CT-J05,,3.6,,,,,,,
CT-J07,,3.6,,,,,,,
CT-J08,,3.6,,,,,,,
CT-J11,,3.6,,,,,,,
CT-J12,,3.6,,,,,,,
CT-J13,,3.6,,,,,,,
CT-J14,,3.6,,,,,,,
CT-J15,,3.6,,,,,,,
CT-J18,,3.6,,,,,,,
CT-J22,,3.6,,,,,,,
CT-J27,,3.6,,,,,,,
CT-J28,,3.6,,,,,,,
CT-J29,,3.6,,,,,,,
CT-V00,,5.33,,,,,,,
CT-V01,,5.33,,,,,,,
CT-V02,,5.33,,,,,,,
CT-V03,,5.33,,,,,,,
CT-V19,,5.33,,,,,,,
CT-V35,,11.3,,,,,,,
CT-V39,,5.33,,,,,,,
CT-V40,,22.4,,,,,,,
CT-V63,,34.7,,,,,,,
CT-Y02,,5.33,,,,,,,
CT-Y08,,5.33,,,,,,,
CT-Y24,,5.33,,,,,,,
CT-Y27,,5.33,,,,,,,
CT-Y28,,25.5,,,,,,,
CT-Y29,,5.33,,,,,,,
CT-Y31,,5.33,,,,,,,
CT-Y32,,5.33,,,,,,,
CT-Y35,,5.33,,,,,,,
CT-Y37,,5.33,,,,,,,
CT-Y46,,5.33,,,,,,,
CT-Y47,,5.33,,,,,,,
CT-Y49,,5.33,,,,,,,
CT-Y52,,5.33,,,,,,,
CT-Y53,,5.33,,,,,,,
CT-Y54,,5.33,,,,,,,
CT-Y55,,5.33,,,,,,,
CT-Y57,,5.33,,,,,,,
CT-Y58,,5.33,,,,,,,
CT-Y60,,3.46,,,,,,,
CT-Y61,,3.46,,,,,,,
CT-Y67,,5.33,,,,,,,
CT-Y68,,5.33,,,,,,,
CT-Y69,,5.33,,,,,,,
CT-Y70,,5.33,,,,,,,
CT-Y71,,5.33,,,,,,,
CT-Y72,,5.33,,,,,,,
CT-Y73,,5.33,,,,,,,
CT-Y74,,5.33,,,,,,,
CT-Y75,,5.33,,,,,,,
CT-Y76,,5.33,,,,,,,
CT-Y77,,5.33,,,,,,,
CT-Y78,,5.33,,,,,,,
CT-Y97,,36.5,,,,,,,
CT-Z00,,5.33,,,,,,,
CT-Z01,,5.33,,,,,,,
CT-Z02,,5.33,,,,,,,
CT-Z04,,5.33,,,,,,,
CT-Z05,,5.33,,,,,,,
CT-Z06,,5.33,,,,,,,
CT-Z07,,5.33,,,,,,,
CT-Z08,,5.33,,,,,,,
CT-Z09,,5.33,,,,,,,
CT-Z16,,5.33,,,,,,,
CT-Z17,,5.33,,,,,,,
CT-Z18,,5.33,,,,,,,
CT-Z19,,5.33,,,,,,,
CT-Z20,,5.33,,,,,,,
CT-Z21,,5.33,,,,,,,
CT-Z22,,5.33,,,,,,,
CT-Z26,,5.33,,,,,,,
CT-Z29,,5.33,,,,,,,
CT-Z34,,5.33,,,,,,,
CT-Z45,,5.33,,,,,,,
CT-Z47,,5.33,,,,,,,
CT-Z48,,5.33,,,,,,,
CT-Z50,,5.33,,,,,,,
CT-Z51,,5.33,,,,,,,
CT-Z55,,5.33,,,,,,,
CT-Z56,,5.33,,,,,,,
CT-Z57,,5.33,,,,,,,
CT-Z58,,5.33,,,,,,,
CT-Z59,,5.33,,,,,,,
CT-Z61,,6.26,,,,,,,
CT-Z69,,14.9,,,,,,,
CT-Z70,,5.33,,,,,,,
CT-Z84,,5.33,,,,,,,
CT-Z87,,5.33,,,,,,,
CT-Z88,,5.33,,,,,,,
CT-Z89,,5.33,,,,,,,
CT-Z98,,5.33,,,,,,,
CT-Z99,,5.33,,,,,,,
CT-ZA2,,5.33,,,,,,,
CT-ZA6,,4.86,,,,,,,
DE-CODE-KEY,,40.8,,,,,,,
DE-CODE-LOK,,41.6,,,,,,,
EA-100088,,,,,,,81.4,,
EA-100107,,,,,,,210,,
EA-100108,,,,,,,427,,
EA-100109,23,,,,,,390,,
EA-100110,,,,,,,320,,
EA-100111,,,,,,,320,,
EA-100117,,,,,,,5147,,
EA-100121,,,,,,,1307,,
EA-100125,,,,,,,1164,,
EA-100126,,,,,,,1254,,
EA-100138,,,,,,,892,,
EA-100142,31,,,,,,1193,,
EA-100145,41,,,,,,1193,,
EA-100148,,,,,,,12.5,,
EA-100149,,,,,,,61.6,,
EA-100154,,,,,,,144,,
EA-100156,,,,,,,153,,
EA-100158,23,,,,,,6313,,
EA-100159,41,,,,,,2258,,
EA-100160,,,,,,,2258,,
EA-100167,,,,,,,763,,
EA-100168,,,,,,,763,,
EA-100173,,,,,,,297,,
EA-100174,,,,,,,297,,
EA-100177,,,,,,,233,,
EA-100178,,,,,,,185,,
EA-100179,,,,,,,763,,
EA-100180,,,,,,,1254,,
EA-100181,,,,,,,1193,,
EA-100182,,,,,,,2258,,
EA-100192,,,,,,,890,,
EA-100197-016,,,,,,,31554,,
EA-100197-032,,,,,,,40497,,
EA-100197-064,,,,,,,46231,,
EA-100199-A00,,,,,,,17322,,
EA-100199-A01 ,,,,,,,18787,,
EA-100199-M00 ,,,,,,,28571,,
EA-100199-M01 ,,,,,,,30035,,
EA-100199-MD0 ,,,,,,,29743,,
EA-100199-MD1 ,,,,,,,31207,,
EA-100199-MU0 ,,,,,,,29040,,
EA-100199-MU1 ,,,,,,,30504,,
EA-100200,,,,,,,"6,383.00",,
EA-100206,,,,,,,972,,
EA-100207,,,,,,,972,,
EA-100208,,,,,,,972,,
EA-100210,,,,,,,659,,
EA-100219,,,,,,,381,,
EA-100220,,,,,,,511,,
EA-100221,,,,,,,488,,
EA-100222,,,,,,,659,,
EA-100224,,,,,,,217,,
EA-100229,,,,,,,1229,,
EA-100230,,,,,,,1229,,
EA-100232,,,,,,,5455,,
EA-100234,,,,,,,"5,773.87",,
EA-100235,,,,,,,401,,
EA-100236-M00 ,,,,,,,20937,,
EA-100236-M01 ,,,,,,,22401,,
EA-100236-MD0,,,,,,,22109,,
EA-100236-MD1 ,,,,,,,23573,,
EA-100236-MU0 ,,,,,,,21406,,
EA-100236-MU1,,,,,,,22870,,
EA-100237-M00,,,,,,,28571,,
EA-100237-M01 ,,,,,,,30035,,
EA-100237-MD0 ,,,,,,,29743,,
EA-100237-MD1,,,,,,,31207,,
EA-100237-MU0 ,,,,,,,29040,,
EA-100237-MU1 ,,,,,,,30504,,
EA-100240,,,,,,,467,,
EA-100242-000,,,,,,,2162,,
EA-100242-010,,,,,,,2305,,
EA-100242-100,,,,,,,2305,,
EA-100245,,,,,,,1008,,
EA-100247-A00 ,,,,,,,26373,,
EA-100247-A01 ,,,,,,,27837,,
EA-100247-M00,,,,,,,34486,,
EA-100247-M01 ,,,,,,,35950,,
EA-100247-MD0 ,,,,,,,35658,,
EA-100247-MD1 ,,,,,,,37122,,
EA-100247-MU0,,,,,,,34955,,
EA-100247-MU1 ,,,,,,,36419,,
EA-100248-A00 ,,,,,,,14878,,
EA-100248-A01,,,,,,,16343,,
EA-100248-M00 ,,,,,,,20937,,
EA-100248-M01 ,,,,,,,22401,,
EA-100248-MD0,,,,,,,22109,,
EA-100248-MD1 ,,,,,,,23573,,
EA-100248-MU0 ,,,,,,,21406,,
EA-100248-MU1 ,,,,,,,22870,,
EA-100249-A00 ,,,,,,,18659,,
EA-100249-A01 ,,,,,,,20124,,
EA-100249-M00 ,,,,,,,29158,,
EA-100249-M01 ,,,,,,,30622,,
EA-100249-MD0,,,,,,,30330,,
EA-100249-MD1 ,,,,,,,31794,,
EA-100249-MU0 ,,,,,,,29627,,
EA-100249-MU1 ,,,,,,,31091,,
EA-100250-A00,,,,,,,24984,,
EA-100250-A01 ,,,,,,,26448,,
EA-100250-M00 ,,,,,,,33097,,
EA-100250-M01 ,,,,,,,34561,,
EA-100250-MD0 ,,,,,,,34269,,
EA-100250-MD1 ,,,,,,,35733,,
EA-100250-MU0 ,,,,,,,33566,,
EA-100250-MU1,,,,,,,35030,,
EA-100254,,,,,,,246,,
EA-100258,,,,,,,1122,,
EA-100259-M00,,,,,,,32000,,
EA-100259-MD0,,,,,,,32750,,
EA-100259-MU0,,,,,,,32250,,
EA-100259-M01,,,,,,,33000,,
EA-100259-MD1,,,,,,,33750,,
EA-100259-MU1,,,,,,,33250,,
EA-100259-A00,,,,,,,24856.22,,
EA-100259-A01,,,,,,,25856.22,,
EA-100260-M00,,,,,,,37760,,
EA-100260-MD0,,,,,,,38510,,
EA-100260-MU0,,,,,,,38010,,
EA-100260-M01,,,,,,,38760,,
EA-100260-MD1,,,,,,,39510,,
EA-100260-MU1,,,,,,,39010,,
EA-100260-A00,,,,,,,29880.66,,
EA-100260-A01,,,,,,,30880.66,,
EA-100261-M00,,,,,,,43547,,
EA-100261-MD0,,,,,,,44297,,
EA-100261-MU0,,,,,,,43797,,
EA-100261-M01,,,,,,,44547,,
EA-100261-MD1,,,,,,,45297,,
EA-100261-MU1,,,,,,,44797,,
EA-100261-A00,,,,,,,34880.34,,
EA-100261-A01,,,,,,,35880.34,,
EA-100262-M00,,,,,,,49306,,
EA-100262-MD0,,,,,,,50056,,
EA-100262-MU0,,,,,,,49556,,
EA-100262-M01,,,,,,,50306,,
EA-100262-MD1,,,,,,,51056,,
EA-100262-MU1,,,,,,,50556,,
EA-100262-A00,,,,,,,40195.56,,
EA-100262-A01,,,,,,,41195.56,,
EA-100263-M00,,,,,,,55067,,
EA-100263-MD0,,,,,,,55817,,
EA-100263-MU0,,,,,,,55317,,
EA-100263-M01,,,,,,,56067,,
EA-100263-MD1,,,,,,,56817,,
EA-100263-MU1,,,,,,,56317,,
EA-100263-A00,,,,,,,45196.7,,
EA-100263-A01,,,,,,,46196.7,,
EA-100264-M00,,,,,,,60827,,
EA-100264-MD0,,,,,,,61577,,
EA-100264-MU0,,,,,,,61077,,
EA-100264-M01,,,,,,,61827,,
EA-100264-MD1,,,,,,,62577,,
EA-100264-MU1,,,,,,,62077,,
EA-100264-A00,,,,,,,50197.5,,
EA-100264-A01,,,,,,,51197.5,,
EA-100265-M00,,,,,,,66587,,
EA-100265-MD0,,,,,,,67337,,
EA-100265-MU0,,,,,,,66837,,
EA-100265-M01,,,,,,,67587,,
EA-100265-MD1,,,,,,,68337,,
EA-100265-MU1,,,,,,,67837,,
EA-100265-A00,,,,,,,55210.12,,
EA-100265-A01,,,,,,,56210.12,,
EA-100270-100,,,,,,,194.98,,
EA-100272-100,,,,,,,151,,
EA-100274-100,,,,,,,194.07,,
EA-100285-100,,,,,,,244.07,,
EA-200056,,,,,,,36.7,,
EA-200057,,,,,,,36.7,,
EA-200058,23,,,,,,38.1,,
EA-250050,23,,,,,,116,,
EA-250059,,,,,,,116,,
EA-250066,,,,,,,1387,,
EA-300069-01-EL,,26.1,,,,,,,
EA-300070-01-EL,,26.1,,,,,,,
EA-300086-01-EL,,32.5,,,,,,,
EA-300087-01-EL,,32.5,,,,,,,
EA-300088-01-EL,,45.5,,,,,,,
EA-300089-01-EL,,45.5,,,,,,,
EA-300239,,,,,,,1735,,
EA-300241,,,,,,,99.9,,
EA-300242,,,,,,,90.9,,
EA-300243,,,,,,,7479,,
EA-300244,,,,,,,9378,,
EA-300245,,,,,,,8.34,,
EA-300254,,,,,,,457,,
EA-300255,,,,,,,280,,
EA-300256,,,,,,,351,,
EA-300257,,,,,,,548,,
EA-350084,,6.29,,,,,,,
EA-350114,,,,,,,6.1,,
EA-500041-001,,,,,,,36.7,,
EA-500054-M0P,,42.3,,,,,,,
EA-500054-MBP,,42.3,,,,,,,
EA100121,,,,,,,1307,,
EN-100000,,,,,,,407,,
EN-100002-219,,,,,,,398,,
100003-219,,,,,,,398,,
EN-400001,,,,,,,407,,
EN-400002,,,,,,,407,,
EN-400004,,,,,,,407,,
EN-400005,,,,,,,407,,
EN-400006,,,,,,,407,,
EN-400007,,,,,,,407,,
EV-8000D,,,,,,,398,,
EN-150002-XXX (Op Code),,,,,,,410,,
EN-150003-XXX (Op Code),,,,,,,410,,
EV-4515,23,,,,,,1350,,
EV-8501D,,,,,,,410,,
EV-8501S,,,,,,,410,,
K1001,,554,,,,,,,
K1002,,1617,,,,,,,
K1003,,120,,,,,,,
K1005,,551,,,,,,,
K1006,,2675,,,,,,,
K1099,,741,,,,,,,
K4001,,1423,,,,,,,
K4002,,348,,,,,,,
K4006,,1034,,,,,,,
K5005,,1221,,,,,,,
K5006,,2666,,,,,,,
K5007,,917,,,,,,,
K5010,,607,,,,,,,
K5011,,1221,,,,,,,
K5012,,2666,,,,,,,
K6001,,1341,,,,,,,
K6002,,1565,,,,,,,
K9001,,1681,,,,,,,
K9003,,538,,,,,,,
KEB 47600C,,,,,,,194.07,,
KEB 48600C,,,,,,,194.07,,
KEB 49600C,,,,,,,194.07,,
KEC 42602B,,,,,,,168.62,,
KEC 42603B,,,,,,,168.62,,
KEC 4260CR,,,,,,,215.69,,
KEC 426P2B,,,,,,,182.11,,
KEC 426P3B,,,,,,,182.11,,
KEC 47X002,,,,,,,151,,
KEC 47X003,,,,,,,151,,
KEC 47X013,,,,,,,151,,
KEC 47X023,,,,,,,151,,
KEC 47XB02,,,,,,,194.98,,
KEC 47XB03,,,,,,,194.98,,
KEC 47XP02,,,,,,,164.49,,
KEC 47XP03,,,,,,,164.49,,
KEC 48X002,,,,,,,151,,
KEC 48X003,,,,,,,151,,
KEC 48X013,,,,,,,151,,
KEC 48X023,,,,,,,151,,
KEC 48XB02,,,,,,,194.98,,
KEC 48XB03,,,,,,,194.98,,
KEC 48XP02,,,,,,,164.49,,
KEC 48XP03,,,,,,,164.49,,
KEC 497043,,,,,,,151,,
KEC 49X002,,,,,,,151,,
KEC 49X003,,,,,,,151,,
KEC 49X013,,,,,,,151,,
KEC 49XB02,,,,,,,194.98,,
KEC 49XB03,,,,,,,194.98,,
KEC 49XP02,,,,,,,164.49,,
KEC 49XP03,,,,,,,164.49,,
KH-5701,,617,,,,,,,
KH-5702,,1106,,,,,,,
KM-SHARP-CUT,,272,,,,,,,
KM-SHARP-CUT,,272,,,,,,,
KYB 105400 XX 00,,11.8,,,,,,,
KYB 10X600 XX XX,,11.8,,,,,,,
KYB 10X605 XX,,14.87,,,,,,,
KYB 10X605 XX XXX,,15.97,,,,,,,
KYB 115400 S6 43,,11.8,,,,,,,
KYB 115400 XX 00,,11.8,,,,,,,
KYB 12X600 XX 99,,11.5,,,,,,,
KYB 17X600 XX 99,,11.5,,,,,,,
KYB 32X600 XX 99,,11,,,,,,,
KYB 32X900 XX 99,,11,,,,,,,
KYB 33X600 XX 99,,11.5,,,,,,,
KYB 34X600 XX 99,,11.5,,,,,,,
KYB 355600 XX 99,,11.5,,,,,,,
KYB 35563J XX 99,,48.97,,,,,,,
KYB 35563K XX 99,,37.93,,,,,,,
KYB 35563P XX 99,,33.34,,,,,,,
KYB 355640 XX 99,,13.1,,,,,,,
KYB 356600 XX 99,,11.5,,,,,,,
KYB 35663J XX 99,,48.97,,,,,,,
KYB 35663K XX 99,,37.93,,,,,,,
KYB 35663P XX 99,,33.34,,,,,,,
KYB 356640 XX 99,,13.1,,,,,,,
KYB 38X600 XX 99,,11,,,,,,,
KYB 38X900 XX 99,,11,,,,,,,
KYB 4LX600 XX 99 XXX,,12.6,,,,,,,
KYB 4LX600 XX XX XXX,,12.9,,,,,,,
KYB 4SX600 XX 99 XXX,,12.6,,,,,,,
KYB 4SX600 XX XX XXX,,12.9,,,,,,,
KYB 745600 XX 99,,11.5,,,,,,,
KYB 74563F NM XX,,33.34,,,,,,,
KYB 74563H NM XX,,37.93,,,,,,,
KYB 74563J XX 99,,48.97,,,,,,,
KYB 74563K XX 99,,37.93,,,,,,,
KYB 74563N NM XX,,48.97,,,,,,,
KYB 74563P XX 99,,33.34,,,,,,,
KYB 745640 XX 99,,13.1,,,,,,,
KYB 746600 XX 99,,11.5,,,,,,,
KYB 74663J XX 99,,48.97,,,,,,,
KYB 74663K XX 99,,37.93,,,,,,,
KYB 74663P XX 99,,33.34,,,,,,,
KYB 746640 XX 99,,13.1,,,,,,,
KYB 776600 XX 99,,11,,,,,,,
KYB 77663F NM XX,,33.34,,,,,,,
KYB 77663H NM XX,,37.93,,,,,,,
KYB 77663N NM XX,,48.97,,,,,,,
KYB 77663P XX 99,,32.84,,,,,,,
KYB 776640 XX 99,,12.6,,,,,,,
KYB 776900 XXX 99,,11,,,,,,,
KYB 77693P XXX 99,,32.84,,,,,,,
KYB 776940 XXX 99,,12.6,,,,,,,
KYB 777600 XX 99,,11,,,,,,,
KYB 77763P XX 99,,32.84,,,,,,,
KYB 777640 XX 99,,12.6,,,,,,,
KYB 77793J XXX 99,,48.47,,,,,,,
KYB 77793K XXX 99,,37.43,,,,,,,
KYB 77793P XXX 99,,32.84,,,,,,,
KYB 777940 XXX 99,,12.6,,,,,,,
KYB A50000-AXX00,,3.86,,,,,,,
KYB A60000-AXX00,,6.54,,,,,,,
KYB XX66 05,,14.87,,,,,,,
KYB XX6611,,11.8,,,,,,,
KYB XX6620 XX 05,,11.8,,,,,,,
KYB XX7600,,11.8,,,,,,,
KYB XX7611,,11.8,,,,,,,
KYB XX7631 XX 05,,11.8,,,,,,,
KYC 326900 XXX 99,,26.45,,,,,,,
KYC 326900 XXX XX,,22.2,,,,,,,
KYC 346600 XX 99,,28.65,,,,,,,
KYC 346600 XX XX,,24.4,,,,,,,
KYC 355600 XX 99,,28.65,,,,,,,
KYC 35563J XX 99,,66.12,,,,,,,
KYC 35563K XX 99,,55.08,,,,,,,
KYC 35563P XX 99,,50.49,,,,,,,
KYC 355640 XX 99,,30.25,,,,,,,
KYC 356600 XX 99,188,28.65,,,,,,,
KYC 35663J XX 99,,66.12,,,,,,,
KYC 35663K XX 99,,55.08,,,,,,,
KYC 35663P XX 99,,50.49,,,,,,,
KYC 4LX600 XX 99 XXX,,29.75,,,,,,,
KYC 4LX600 XX XX XXX,,25.5,,,,,,,
KYC 4SX600 XX 99 XXX,,29.75,,,,,,,
KYC 4SX600 XX XX XXX,,25.5,,,,,,,
KYC 745600 XX 99,,28.65,,,,,,,
KYC 74563J XX 99,,66.12,,,,,,,
KYC 74563K XX 99,,55.08,,,,,,,
KYC 74563P XX 99,,50.49,,,,,,,
KYC 745640 XX 99,,30.25,,,,,,,
KYC 746600 XX 99,,28.65,,,,,,,
KYC 74663J XX 99,,66.12,,,,,,,
KYC 74663K XX 99,,55.08,,,,,,,
KYC 74663P XX 99,,50.49,,,,,,,
KYC 746640 XX 99,,28.65,,,,,,,
KYC 776600 XX 99,,26.45,,,,,,,
KYC 77663P XX 99,,48.29,,,,,,,
KYC 776640 XX 99,,26.45,,,,,,,
KYC 776900 XXX 99,,26.45,,,,,,,
KYC 77693P XXX 99,,48.29,,,,,,,
KYC 776940 XXX 99,,26.45,,,,,,,
KYC 777600 XX 99,,26.45,,,,,,,
KYC 77763P XX 99,,48.29,,,,,,,
KYC 777640 XX 99,,26.45,,,,,,,
KYC 777900 XXX 99,188,26.45,,,,,,,
KYC 77793P XXX 99,,48.29,,,,,,,
KYC 777940 XXX 99,188,26.45,,,,,,,
KYC A50000 AXX 00,,16.46,,,,,,,
KYC A60000 AXX 00,,19.14,,,,,,,
KYC XX5600 XX 99,,28.65,,,,,,,
KYC XX6600 XX XX,,24.4,,,,,,,
KYC XX6900 XXX 99,,26.45,,,,,,,
KYC XX6900 XXX XX,,22.2,,,,,,,
LK-LESS..-KEY,,1,,,,,,,
MK-MASTER-KEY,,27,,,,,,,
MK-MASTER-ESS,,6,,,,,,,
SK-STAMP.-KEY,,4.5,,,,,,,
SL-STAMP.-LOK,,11.5,,,,,,,
PX-KYLUBE-02,,23.3,,,,,,,
PX-KYLUBE-11,,37,,,,,,,
RE-KEY,,70.2,,,,,,,
RE-KEY-MK,,84.1,,,,,,,
ST-LASER,,163,,,,,,,
SB-SUBASS-DS,,-16.5,,,,,,,
SB-SUBASS-ESS,,-29,,,,,,,
SW-500101-1,,,,,,,1192,,
SW-500101-1R,,,,,,,1170,,
SW-500101-3,,,,,,,3743,,
SW-500101-3R,,,,,,,3677,,
SW-500101-5,,,,,,,6124,,
SW-500101-5R,,,,,,,6016,,
SW-500121-0,,,,,,,1860,,
SW-500121-1,,,,,,,310,,
SW-500121-1R,,,,,,,310,,
SW-500130,,,,,,,1322,,
SW-500141,,,,,,,1073,,
SW-500141-1,,,,,,,1073,,
SW-500141-1R,,,,,,,202,,
SW-500150-R,,,,,,,2438,,
SW-500160-R,,,,,,,2438,,
SW-500170,,,,,,,2438,,
SW-500170-R,,,,,,,732,,
SW-500301-1,,,,,,,1582,,
SW-500301-1R,,,,,,,316,,
SW-500301-2,,,,,,,1192,,
SW-500301-3,,,,,,,3743,,
SW-500301-4,,,,,,,6124,,
SW-500701-1,,,,,,,2730,,
SW-501REMOTE,,,,,,,842,,
SW-501SITE,,,,,,,6383,,
SW-502REMOTE,,,,,,,842,,
SW-502SITE,,,,,,,6383,,
SW-503REMOTE,,,,,,,842,,
SW-503SITE,,,,,,,6383,,
SW-505SITE,,,,,,,6383,,
SW-506SITE,,,,,,,6383,,
SW-507SITE,,,,,,,6383,,
SW-508SITE,,,,,,,6383,,
SW-600801,,,,,,,56836,,
SW-600801-6R,,,,,,,8526,,
SW-600801-7,,,,,,,25981,,
SW-600801-7R,,,,,,,3899,,
SW-600901,,,,,,,25981,,
SW-600901-1,,,,,,,56836,,
SW-600901-1R,,,,,,,8526,,
SW-600901-R,,,,,,,3899,,
SW-600901-2,,,,,,,57895,,
SW-601101,,,,,,,1298,,
SW-601101-R,,,,,,,233,,
T-7155,,35.9,,,,,,,
TP-F10-2W,,0.55,,,,,,,
TP-F10-3M,,0.94,,,,,,,
TP-F10-3W,,0.55,,,,,,,
TP-F10-4T,,0.57,,,,,,,
TP-F10-4W-6T,,0.55,,,,,,,
TP-F10-5T,,0.57,,,,,,,
TP-F10-XT,,0.57,,,,,,,
TP-F10-XW,,0.55,,,,,,,
TP-F10-XX,,1.48,,,,,,,
TP-F15-XB,,0.71,,,,,,,
TP-F15-XT,,0.56,,,,,,,
TP-F50-XW,,0.55,,,,,,,
TP-F50-XX,,1.48,,,,,,,
TP-F53-XX,,1.48,,,,,,,
TP-F57-0,,2.42,,,,,,,
TP-F57-(1-3),,2.42,,,,,,,
TP-F57-(4-5),,2.42,,,,,,,
TP-F60-XX,,1.48,,,,,,,
TP-F90-XX,,1.48,,,,,,,
TP-H10-9W,,0.55,,,,,,,
TP-K40-XX-BH,,15.4,,,,,,,
TP-K40-XX-TH,,13.9,,,,,,,
TP-K42-Z9,,1.48,,,,,,,
TP-K43-XX-BH,,22.4,,,,,,,
SMK040-30,,2981,,,,,,,
SMK040-31,,613,,,,,,,
SMK042-30,,4213,,,,,,,
SMK042-32,,510,,,,,,,
SMK042-35,,919,,,,,,,
SMK042-33,,153,,,,,,,
SMK032-31,,1384,,,,,,,
SMK032-33,,1823,,,,,,,
SMK032-35,,875,,,,,,,
SMK032-37,,1239,,,,,,,
SMK004-01,,Call for pricing,,,,,,,
SMK004-02,,Call for pricing,,,,,,,
SMK060-30,,"13,833",,,,,,,
SMK060-31,,"1,286",,,,,,,